sequence	uuid	sample_barcode	sample_name	plate_name	plate_well_position	germplasm_name	number_of_plants	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle	Submergence	Submergence.1	Drought
678	c9e8c4f4-46b4-4793-9328-a6aa5b84b394	268383434729784035016706119966254216084	SUBI-5c-119	Plate-44408	D03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
679	87da793a-a4b4-46c3-a18c-fe4b154d37d3	180580158963893185377127557886689228755	SUBI-5c-120	Plate-44408	E03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
680	820b2d4e-3f32-481f-b13b-e59104a8725f	172857673625270129523928520486000554591	SUBI-5c-121	Plate-44408	F03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
681	c5a4b22c-972b-480e-97d4-ba637f417d62	262713065656161299890943601409515421026	SUBI-5c-122	Plate-44408	G03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
682	097dec4f-82e9-4afe-a9ec-d3cf47787d8d	12616882017587481876385486006975495565	SUBI-5c-123	Plate-44408	H03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
683	1f2989ab-280f-412c-b58f-20c89660bb98	41421744291061652269546437932824443800	SUBI-5c-124	Plate-44408	A04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
684	30e3235a-5c82-45cc-92e0-77f74894f2f2	64982312228064232740434731318878991090	SUBI-5c-125	Plate-44408	B04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
685	b2627ea0-148e-402f-843f-7988b1a68fd1	237113996608329171648034600494347751377	SUBI-5c-126	Plate-44408	C04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
686	3a81d9a0-1870-4f5a-af5f-1a57970d5b21	77769444017229522754582336539007474465	SUBI-5c-127	Plate-44408	D04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
687	02f9f98d-d1da-4066-9ac9-58cb961e53f7	3956399465453444608032322544616756215	SUBI-5c-128	Plate-44408	E04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
688	dcea35cb-88e7-4736-a3a7-5232839a7e31	293646247630974185134077547033709411889	SUBI-5c-129	Plate-44408	F04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
689	460e56f7-ec52-48a3-914b-1259a29c5409	93120415790683591019735134612628460553	SUBI-5c-130	Plate-44408	G04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
690	996810f4-7c9e-4eaf-b112-d252988dfb45	203912226117172585617746076431333325637	SUBI-5c-131	Plate-44408	H04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
691	6bd4e365-f6e1-4e4f-b28c-dd89be7971cc	143332774668425515268048679590925267404	SUBI-5c-132	Plate-44408	A05	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
692	c391fc38-a7af-4ac0-9882-db1c574a72d0	259957457878439277908610406712288637648	SUBI-5c-133	Plate-44408	B05	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
693	ef6ad667-51a3-4c66-9a9e-fe7846d03676	318240223081021207276019967918995420790	SUBI-5c-134	Plate-44408	C05	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
694	694290bc-355b-4b08-a0bc-323b8e5501e7	139914566728470015907377845361054122471	SUBI-5c-135	Plate-44408	D05	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
695	72e15057-ac0c-45bc-a284-19f11158887b	152701887851515434724177097652373588091	SUBI-5c-136	Plate-44408	E05	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
696	f4775e35-46ff-4506-9df5-c2a718d4efdf	324951425065253026726199680625274056671	SUBI-5c-137	Plate-44408	F05	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
697	3ae16517-77a9-41a8-90fd-243d3010aaed	78265540931346498187209627468930525933	SUBI-5c-138	Plate-44408	G05	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
698	3a37f200-6e23-413c-8def-a3add54b498f	77385708459954591407120655805315762575	SUBI-5c-139	Plate-44408	H05	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
699	6ccdf82d-7cd1-44ea-8e2d-3134830c2b39	144626078042248704855470338117804501817	SUBI-5c-140	Plate-44408	A06	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
700	f9d45486-6ca7-443b-b889-9931d11317c3	332080252257060513357190246128816428995	SUBI-5c-141	Plate-44408	B06	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
701	a04bca57-b7e4-40ed-9b6d-3978c4b60dcf	213070005586478426613883128046754860495	SUBI-5c-142	Plate-44408	C06	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
702	c8f3f3d0-63a1-4743-9c98-eb84d117ffa6	267112272429432617581896842909557718950	SUBI-5c-143	Plate-44408	D06	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
703	e8183c6f-5bf0-4404-a883-b0b8dc1b164b	308506735914061175857635346630328391243	SUBI-5c-144	Plate-44408	E06	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
704	e9ca1727-8173-421d-891d-1b97c7eeaecd	310759436608691560569511849489794510541	SUBI-5c-145	Plate-44408	F06	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
705	b7126e9c-1203-48b7-8ecd-f0af75bf0291	243344428002317685898367672343597089425	SUBI-5c-146	Plate-44408	G06	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
706	405088aa-5748-4bd2-988f-e95b7e71fae8	85488747382423722704006146069565143784	SUBI-5c-147	Plate-44408	H06	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
707	f4a0ecb3-ae8b-4fd1-b22a-60c0014c478f	325167199353411406589630596502958917519	SUBI-5c-148	Plate-44408	A07	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
708	8758c777-e06a-459d-a8a0-eb6b04d32637	179906747251630290641632730253863626295	SUBI-5c-149	Plate-44408	B07	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
709	c2e2e6be-49c4-4abe-9308-2d0b06d30102	259048370302691976130006643848420458754	SUBI-5c-150	Plate-44408	C07	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
710	13ab4a8f-8252-4b49-9b30-8ba7c3b11d7c	26144726950993305602327079549158890876	SUBI-5c-151	Plate-44408	D07	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
711	064fefa5-be19-4736-b8b3-208d52aeabf0	8390420053908545531923187526861237232	SUBI-5c-152	Plate-44408	E07	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
712	b559f972-831c-443a-93d0-e33b86606cdc	241057441050057916957627008608018394332	SUBI-5c-153	Plate-44408	F07	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
713	f0ce5bf2-b65b-4efd-a85f-def805bd5089	320086197070163901803183562870245642377	SUBI-5c-154	Plate-44408	G07	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
714	6eb4d35d-b4a4-4303-b226-5d7714022fbe	147153979983428381390587661636060983230	SUBI-5c-155	Plate-44408	H07	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
715	d1f22618-922b-4bc0-914a-d6b996d118a8	279065959637090837802710570791186012328	SUBI-5c-156	Plate-44408	A08	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
716	6f8e969e-b705-45f7-aa1d-ad129a0c2147	148284668622169964258198315027969876295	SUBI-5c-157	Plate-44408	B08	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
717	353019ba-caea-445e-b0b7-07425817dcb9	70698835885287715428348588725917703353	SUBI-5c-158	Plate-44408	C08	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
718	76fd6cc0-29a0-45be-9a85-d914ca71e508	158164760332756424404942777781016716552	SUBI-5c-159	Plate-44408	D08	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
719	d1e11d2f-309c-410e-8c27-fa45d1a70a6f	278977509840864077843640763515614464623	SUBI-5c-160	Plate-44408	E08	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
720	33886ae5-86ed-4f20-b04f-b4a0bd0022de	68498948278216529324433989965770138334	SUBI-5c-161	Plate-44408	F08	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
721	4479044a-f574-406d-8dab-afcb60a44d60	91015858701743801216417040648028573024	SUBI-5c-162	Plate-44408	G08	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
722	406a8c91-20db-4cc9-a63e-3f94c33fdcb1	85623826232836021085062173012017536177	SUBI-5c-163	Plate-44408	H08	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
723	2c8f06e9-19db-456b-8bbc-a571f6bbd888	59228670427928474319447843782266706056	SUBI-5c-164	Plate-44408	A09	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
724	49655570-2a3b-4990-b5a6-547aa1915754	97559798566451432740078735881694959444	SUBI-5c-165	Plate-44408	B09	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
725	07306c0d-1634-415c-a01d-1a44e3e3d36a	9556017756779232923487088505799299946	SUBI-5c-166	Plate-44408	C09	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
726	28454d92-fa47-4af5-8c9a-acf47b1650ca	53528961704944186456969355996641513674	SUBI-5c-167	Plate-44408	D09	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
727	887cd58a-2a9f-43d3-9ebe-2411977b2075	181423183337129792035205620922245128309	SUBI-5c-168	Plate-44408	E09	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
728	b19722b6-843c-4319-aaa5-1b860277b736	236058096141945843946399456397983463222	SUBI-5c-169	Plate-44408	F09	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
729	92515d49-af8f-4980-8569-0725bfaf0dd8	194489755532221141843002865082728123864	SUBI-5c-170	Plate-44408	G09	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
730	c5073908-fb16-48a8-bbd4-d51238e321cf	261895418056518555970942152235026686415	SUBI-5c-171	Plate-44408	H09	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
731	f0b1dc0c-b133-4b75-aaa1-6278251eb330	319938218668032085829057823660826342192	SUBI-5c-172	Plate-44408	A10	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
732	efb90796-d4be-4c29-acf3-a9a6264d1649	318646219838356317093115266243171784265	SUBI-5c-173	Plate-44408	B10	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
733	ba73f223-c68c-48ba-b1c9-a797f44d5fb8	247838432532283254254548022201364078520	SUBI-5c-174	Plate-44408	C10	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
734	0606f2d1-9d7d-4974-b39f-4d55dfaa8412	8011446706411362543604892981497857042	SUBI-5c-175	Plate-44408	D10	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
735	24af5905-2a8d-4e08-bfd4-22109b9637c1	48762665342265301288563792933899614145	SUBI-5c-176	Plate-44408	E10	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
736	1748e868-c16c-4208-aa72-3d83dbb9f56f	30950803095486004057152970584361661807	SUBI-5c-177	Plate-44408	F10	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
737	2210b2ea-0f70-4e4c-a1b8-3eaf358d7a70	45280457419501219853284748381563746928	SUBI-5c-178	Plate-44408	G10	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
738	b5f3af4f-4e2d-45f8-8dfb-081729781435	241855551078593776634787051010648446005	SUBI-5c-179	Plate-44408	H10	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
739	af64bcca-ce1d-462b-bdb2-300d533a649e	233137958109097377160953926261961024670	SUBI-5c-180	Plate-44408	A11	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
740	9dce20eb-3d75-4993-84f6-2132945c2bdd	209759076165835851616950362386158332893	SUBI-5c-181	Plate-44408	B11	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
741	c8760363-c2b1-424b-9ad8-d9a3241d800b	266458358937361568954373019218372034571	SUBI-5c-182	Plate-44408	C11	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
742	3ebc284f-be95-4949-8e1a-532e2b70aca8	83389105162460944310682696657478397096	SUBI-5c-183	Plate-44408	D11	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
743	d2d68134-3d86-45b3-b3a5-0048f6af984e	280251651212303019046664922651501238350	SUBI-5c-184	Plate-44408	E11	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
744	04304913-eb6e-4b96-b3ca-9134a1cfa2fc	5567624426447805666374908064291595004	SUBI-5c-185	Plate-44408	F11	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
745	020a7d46-a85a-4052-a50b-623d1748c3f9	2712919859429601209131457166828946425	SUBI-5c-186	Plate-44408	G11	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
746	cfecb93c-9161-42cb-9d35-1be0775ada99	276379334230551139087112505909124455065	SUBI-5c-187	Plate-44408	A12	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
747	4a44aa86-2617-427e-8198-f6316caffa61	98719406512459090245893461064777988705	SUBI-5c-188	Plate-44408	B12	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
748	f4900a94-2409-4f5e-a3a9-b828bc674ca7	325079536280165292293547720848508931239	SUBI-5c-189	Plate-44408	C12	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
749	2f5e2291-5176-4eed-b365-c8ad66e85cc7	62962492821814720320318608821870681287	SUBI-5c-190	Plate-44408	D12	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
750	044bb14a-8555-4052-867d-0370e7644aa8	5709930138178216719665997129890155176	SUBI-5c-191	Plate-44408	E12	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
751	27d10c40-92a6-4b53-bd83-b1a8c7305e34	52925330383948991592768378089243696692	SUBI-5c-192	Plate-44408	F12	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
752	52770350-cefb-4a65-b8b5-e943f2d7bcbe	109614646230068261897536627961811680446	SUBI-5c-193	Plate-44408	G12	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
753	4fe868fa-5ea5-4de0-92e9-fef193662409	106215753745119273757347298270849147913	SUBI-5c-194	Plate-44409	A01	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
754	34904a8e-7d99-4bd1-85dd-257e0d7b9a72	69869058716025337739224474669056498290	SUBI-5c-195	Plate-44409	B01	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
755	fcbc96e9-b8d3-48b6-96e4-86ec2921f652	335944667626006429673710695064029754962	SUBI-5c-196	Plate-44409	C01	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
756	00102bc7-4081-4eaf-b983-96101d45e377	83964679717218247917840196660749175	SUBI-5c-197	Plate-44409	D01	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
757	293119bf-8325-4e70-a657-9485d8f423e6	54753292606656525823632320445870777318	SUBI-5c-198	Plate-44409	E01	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
758	7341f35c-441c-4f57-8ebe-462762115209	153203654746673933120929663120548385289	SUBI-5c-199	Plate-44409	F01	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
759	6d8aabd6-44e2-4fb1-b732-9b2b52e19af1	145605873775221213095773920745849199345	SUBI-5c-200	Plate-44409	G01	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
760	3d585e9d-d1bc-4460-a0be-546ad1a1d5a4	81541748916665159085103491551812769188	SUBI-5c-201	Plate-44409	H01	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
761	29f31eb1-09f2-4809-aed0-8347daf073af	55760698462556653803432494213350060975	SUBI-5c-202	Plate-44409	A02	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
762	fe140d6c-757b-488f-b755-f1e978704d34	337728029130864513968793447306026306868	SUBI-5c-203	Plate-44409	B02	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
763	93b24892-2055-486c-a9f4-5983ae0b9ed3	196322216132011643661433803030273957587	SUBI-5c-204	Plate-44409	C02	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
764	cbb5d0ef-305a-4973-967e-49814ae67d06	270777326567425557117024602615393451270	SUBI-5c-205	Plate-44409	D02	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
765	4243dd29-525c-48e5-b16a-1c2dcff53d5d	88081417297692687394994405399177018717	SUBI-5c-206	Plate-44409	E02	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
766	c70bb171-51d1-446a-9977-ea227fed6e0c	264577085391245626648469307046589459980	SUBI-5c-207	Plate-44409	F02	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
767	0842544c-6caa-4d9b-a733-223cf1c48f5b	10978225336319948374671015761353674587	SUBI-5c-208	Plate-44409	G02	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
768	8171175e-e370-42af-8626-60b464ea25f4	172057615014525555291159312783226054132	SUBI-5c-209	Plate-44409	H02	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
769	dc2c181c-2178-4786-96f8-a889dd3bd06b	292659109141034476687205285054184673387	SUBI-5c-210	Plate-44409	A03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
770	0372a505-d22d-46d5-9fa5-e6bfeb76ebef	4582952887999721295984802882070703087	SUBI-5c-211	Plate-44409	B03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
771	98dbfa7a-7811-4ebc-90e2-3ee1a20222a4	203184848676722204330390407741565969060	SUBI-5c-212	Plate-44409	C03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
772	c634b1ce-c762-48e7-9b80-655a1dd5eee6	263460748971264814123315583965493325542	SUBI-5c-213	Plate-44409	D03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
773	ad189f23-d0a3-48d1-8226-c431f009b74d	230084286136078231316864212590182119245	SUBI-5c-214	Plate-44409	E03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
774	c8fa1e63-00e1-4ce1-9fb4-650f8f1f2548	267144289687765451321467516624096404808	SUBI-5c-215	Plate-44409	F03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
775	b869eaae-0655-4c0e-879b-7a604f0c454b	245127902266078237409644113527340549451	SUBI-5c-216	Plate-44409	G03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
776	83d06d77-263a-46a1-bbe1-8394ec4692ad	175211085417028242346532056491895460525	SUBI-5c-217	Plate-44409	H03	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
777	3b756d22-82e7-4d13-bf05-1fce6947b157	79034164000675611978503972502202986839	SUBI-5c-218	Plate-44409	A04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
778	bca98c6b-05e8-4195-ba96-e718ac3656e9	250775209393242675790369616989259192041	SUBI-5c-219	Plate-44409	B04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
779	43a69848-c993-469c-8064-394182350a12	89923285689178133473999050311057345042	SUBI-5c-220	Plate-44409	C04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
780	9007ae3b-446b-4956-bbac-b08ceabbc5e7	191448711305944935287044462713958548967	SUBI-5c-221	Plate-44409	D04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
781	564d6a1d-6cea-41b6-9abc-f6115b26826d	114715566762352226812628939945971974765	SUBI-5c-222	Plate-44409	E04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
782	a1ff2a4c-4250-4f56-980d-f2ec7dab4c58	215330600923364640415142438639783070808	SUBI-5c-223	Plate-44409	F04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
783	81784527-77fd-4d40-9407-245d8b09a152	172094889692574256156163089110399557970	SUBI-5c-224	Plate-44409	G04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
784	cc04999e-1dc7-48b2-abc7-5009956d5d3d	271186396063491998171438446028381838653	SUBI-5c-225	Plate-44409	H04	SUBI-5c	225	AFRI-h5-d/DIRA	F1	AFRI-h5-d	DP	DIRA	RP	SUBI-2018-P3				
785	68685878-46bc-400c-b15c-ba4c05321916	138781504816235027121258756786407741718	YGS-1	Plate-44409	A05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
786	02186828-084b-4067-a5a6-88e05db48906	2785183658466801611637719635250678022	YGS-2	Plate-44409	B05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
787	93da4ffa-b534-4fb7-8b86-72b9c3464f58	196530058269022570160970755987231625048	YGS-3	Plate-44409	C05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
788	cd8fb832-1242-4871-88f7-089c29177503	273237973517104293302352184585397695747	YGS-4	Plate-44409	D05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
789	6ef42993-5a8a-4375-b5f8-1627bd724e8f	147482843223177684493088764400044756623	YGS-5	Plate-44409	E05	YGS	308	KIRY-B-SUB*2/DIRA	F1	KIRY-B-SUB	DP	DIRA	RP	YGS-2018-P1				
